obs_id,species_id,location_id,time_id,edible,observation_count,media_count
17478521,9,678,425,,1,1
17506330,11,679,427,1.0,1,1
17522939,1,680,424,,1,1
17526428,40,681,427,1.0,1,1
17527016,4,682,427,,1,1
17527182,51,683,428,,1,1
17532583,3,684,429,,1,1
17559889,14,685,430,,1,1
17618082,51,686,430,,1,1
17622389,29,687,431,,1,1
17651006,9,688,432,,1,1
17660403,9,689,433,,1,1
17672163,9,690,434,,1,1
17675826,7,691,431,,1,1
17677858,9,692,434,,1,1
17678057,9,693,434,,1,1
17691237,18,694,434,,1,1
17707590,18,695,435,,1,1
17707608,18,696,435,,1,1
17708007,39,697,433,,1,1
17716144,9,698,435,,1,1
17724482,40,699,435,1.0,1,1
17738644,40,700,436,1.0,1,1
17738889,40,701,436,1.0,1,1
17738917,40,702,436,1.0,1,1
17739976,18,703,435,,1,1
17748768,40,704,436,1.0,1,1
17767570,9,705,437,,1,1
17772252,9,706,437,,1,1
17772675,9,707,437,,1,1
17772854,76,708,437,,1,1
17773292,9,709,437,,1,1
17773825,18,710,437,,1,1
17778812,36,711,44,,1,1
17783201,9,712,438,,1,1
17819879,9,713,439,,1,1
17820071,1,714,439,,1,1
17820259,18,715,439,,1,1
17821926,9,716,437,,1,1
17825253,40,717,439,1.0,1,1
17825374,29,718,439,,1,1
17827125,9,719,440,,1,1
17827818,9,720,439,,1,1
17838130,9,721,49,,1,1
17839028,38,722,441,,1,1
17848629,29,723,442,,1,1
17862717,9,724,442,,1,1
17864161,30,725,439,,1,1
17872324,39,726,439,,1,1
17872337,60,727,443,,1,1
17881620,2,728,443,,1,1
17881925,3,729,444,,1,1
17881989,18,730,444,,1,1
17883548,38,731,445,,1,1
17902788,18,732,446,,1,1
17902796,36,733,446,,1,1
17903305,29,734,446,,1,0
17905176,9,735,433,,1,1
17931539,29,736,436,,1,1
17955861,1,737,447,,1,1
17969872,3,738,448,,1,1
17984227,6,739,243,,1,1
17994196,51,740,449,,1,1
18005477,7,741,450,,1,1
18006015,9,742,450,,1,1
18012305,63,743,443,,1,1
18012333,9,744,443,,1,1
18012349,9,745,44,,1,1
18012419,51,746,443,,1,1
18012666,9,747,450,,1,1
18015434,9,748,450,,1,1
18016999,9,747,450,,1,1
18017399,75,586,142,,1,1
18028897,7,749,451,,1,1
18030252,4,750,451,,1,1
18037075,7,751,451,,1,1
18037483,9,752,451,,1,1
18037514,4,753,451,,1,1
18039089,9,754,451,,1,1
18040292,9,755,451,,1,1
18043231,9,756,449,,1,1
18043266,18,757,449,,1,1
18051519,18,758,452,,1,1
18054149,18,759,452,,1,1
18055520,81,760,443,,1,1
18055756,82,761,452,,1,1
18055907,40,762,452,1.0,1,1
18058495,18,763,452,,1,1
18058975,79,764,452,1.0,1,1
18065833,55,765,450,,1,1
18066085,18,766,450,,1,1
18067063,40,767,453,1.0,1,1
18069692,4,768,451,,1,1
18071930,9,769,437,,1,1
18084315,55,770,452,,1,1
18087263,9,771,454,,1,1
18087411,1,772,454,,1,1
18087455,1,773,454,,1,1
18087632,18,774,454,,1,1
18090145,9,775,454,,1,1
18090558,79,776,454,1.0,1,1
18091072,18,777,454,,1,1
18091099,9,778,454,,1,1
18091212,4,779,454,,1,1
18093316,4,780,454,,1,1
18108958,51,781,454,,1,1
18126126,7,782,455,,1,1
18126179,60,783,456,,1,1
18126189,6,784,456,,1,1
18126738,9,785,455,,1,1
18138224,9,786,455,,1,1
18138720,29,787,452,,1,1
18138832,45,788,454,,1,1
18138853,9,789,454,,1,1
18138902,29,787,452,,1,1
18141863,9,790,455,,1,1
18144736,6,791,455,,1,1
18144887,9,792,454,,1,1
18145379,7,793,455,,1,1
18147908,83,794,451,,1,1
18167687,18,795,457,,1,1
18167701,18,796,457,,1,1
18177788,77,797,457,,1,1
18181432,9,798,434,,1,1
18201696,82,799,458,,1,1
18210990,9,800,458,,1,1
18212991,20,801,458,,1,1
18213406,38,802,458,,1,1
18254873,9,803,459,,1,1
18261909,2,804,458,,1,1
18263521,18,805,451,,1,1
18287362,30,806,177,,1,1
18287604,36,807,460,,1,1
18287659,11,808,461,1.0,1,1
18287897,84,809,458,,1,1
18302366,9,810,460,,1,1
18302427,9,811,462,,1,1
18302545,9,812,462,,1,1
18302803,9,813,462,,1,1
18302967,39,814,462,,1,1
18303139,9,815,462,,1,1
18303219,18,815,462,,1,1
18303223,18,815,462,,1,1
18303231,2,815,462,,1,1
18303588,9,815,462,,1,1
18303593,4,815,462,,1,1
18303882,9,816,452,,1,1
18303937,29,817,462,,1,1
18304651,9,818,462,,1,1
18305719,9,819,462,,1,1
18324349,9,820,463,,1,1
18325931,9,821,463,,1,1
18326068,18,822,44,,1,1
18336230,9,823,462,,1,1
18336829,34,824,463,0.0,1,1
18348477,9,825,464,,1,1
18349683,18,826,464,,1,1
18350531,9,827,464,,1,1
18350805,18,828,464,,1,1
18352736,84,829,462,,1,1
18352902,29,830,462,,1,1
18354390,9,831,463,,1,1
18359584,9,832,465,,1,1
18361475,9,833,464,,1,1
18368921,9,834,463,,1,1
18369060,14,835,463,,1,1
18369077,18,836,463,,1,1
18369102,9,837,463,,1,1
18369185,17,838,463,,1,1
18369362,9,839,464,,1,1
18369924,9,840,464,,1,1
18373277,9,841,460,,1,1
18374101,79,842,466,1.0,1,1
18374392,29,843,466,,1,1
18376732,14,844,464,,1,1
18379440,18,845,463,,1,1
18388901,18,846,467,,1,1
18389875,36,847,467,,1,1
18393279,9,848,467,,1,1
